Date,EDPR.LS,EDP.LS
2018-05-04,7.874079704284668,2.583183765411377
2018-05-07,7.913450241088867,2.5857272148132324
2018-05-08,7.913450241088867,2.5908138751983643
2018-05-09,7.805181503295898,2.5908138751983643
2018-05-10,7.677227973937988,2.6170949935913086
2018-05-11,7.721519470214844,2.636593818664551
2018-05-14,7.9282145500183105,2.8824501037597656
2018-05-15,7.947899341583252,2.9163613319396973
2018-05-16,7.903607368469238,2.8824501037597656
2018-05-17,8.090617179870605,2.883297920227051
2018-05-18,8.051246643066406,2.9316213130950928
2018-05-21,8.11522388458252,2.9553592205047607
2018-05-22,8.11522388458252,2.9248390197753906
2018-05-23,8.01679801940918,2.9468815326690674
2018-05-24,7.933135986328125,2.8875365257263184
2018-05-25,7.962663173675537,2.8994057178497314
2018-05-28,7.893765926361084,2.8637990951538086
2018-05-29,7.844552040100098,2.842604398727417
2018-05-30,7.864237308502197,2.873972177505493
2018-05-31,7.918371677398682,2.8400611877441406
2018-06-01,7.824866771697998,2.85447359085083
2018-06-04,8.041404724121094,2.898557662963867
2018-06-05,8.051246643066406,2.8994057178497314
2018-06-06,8.090617179870605,2.890928030014038
2018-06-07,8.070931434631348,2.8570165634155273
2018-06-08,8.02171802520752,2.862103223800659
2018-06-11,8.11522388458252,2.8587121963500977
2018-06-12,7.962663173675537,2.8824501037597656
2018-06-13,8.041404724121094,2.877363681793213
2018-06-14,8.223491668701172,2.8824501037597656
2018-06-15,8.292390823364258,2.8570165634155273
2018-06-18,8.218570709228516,2.873972177505493
2018-06-19,8.21364974975586,2.8654944896698
2018-06-20,8.189042091369629,2.847691059112549
2018-06-21,8.154594421386719,2.834974527359009
2018-06-22,8.193964004516602,2.878211259841919
2018-06-25,8.2333345413208,2.8824501037597656
2018-06-26,8.75007152557373,2.890928030014038
2018-06-27,8.740229606628418,2.907883405685425
2018-06-28,8.705780029296875,2.9163613319396973
2018-06-29,8.78944206237793,2.8824501037597656
2018-07-02,8.774677276611328,2.890928030014038
2018-07-03,8.84849739074707,2.8994057178497314
2018-07-04,8.84849739074707,2.907883405685425
2018-07-05,9.025663375854492,2.9290778636932373
2018-07-06,8.956766128540039,2.907883405685425
2018-07-09,8.912474632263184,2.9604458808898926
2018-07-10,8.942001342773438,2.9587504863739014
2018-07-11,8.863261222839355,2.9714667797088623
2018-07-12,8.858339309692383,2.968075752258301
2018-07-13,8.78944206237793,2.933316946029663
2018-07-16,8.828811645507812,2.9358603954315186
2018-07-17,8.858339309692383,2.9417946338653564
2018-07-18,8.833733558654785,2.926534652709961
2018-07-19,8.745149612426758,2.9248390197753906
2018-07-20,8.759913444519043,2.9104268550872803
2018-07-23,8.740229606628418,2.932469367980957
2018-07-24,8.735307693481445,2.9061880111694336
2018-07-25,8.661487579345703,2.920600175857544
2018-07-26,8.661487579345703,2.9316213130950928
2018-07-27,8.641801834106445,2.9587504863739014
2018-07-30,8.553218841552734,2.9952046871185303
2018-07-31,8.691015243530273,2.957902669906616
2018-08-01,8.641801834106445,2.9952046871185303
2018-08-02,8.572904586791992,3.0019869804382324
2018-08-03,8.661487579345703,2.992661476135254
2018-08-06,8.671330451965332,2.9799447059631348
2018-08-07,8.631959915161133,2.962141275405884
2018-08-08,8.631959915161133,2.9350123405456543
2018-08-09,8.661487579345703,2.940098762512207
2018-08-10,8.627039909362793,2.9350123405456543
2018-08-13,8.641801834106445,2.902796745300293
2018-08-14,8.661487579345703,2.890928030014038
2018-08-15,8.587668418884277,2.8824501037597656
2018-08-16,8.661487579345703,2.8824501037597656
2018-08-17,8.641801834106445,2.877363681793213
2018-08-20,8.661487579345703,2.86719012260437
2018-08-21,8.563061714172363,2.8705809116363525
2018-08-22,8.587668418884277,2.8765156269073486
2018-08-23,8.518770217895508,2.879058837890625
2018-08-24,8.553218841552734,2.8570165634155273
2018-08-27,8.474477767944336,2.85447359085083
2018-08-28,8.46955680847168,2.848538875579834
2018-08-29,8.479399681091309,2.8578643798828125
2018-08-30,8.42526626586914,2.8570165634155273
2018-08-31,8.410501480102539,2.855321168899536
2018-09-03,8.366209983825684,2.834974527359009
2018-09-04,8.3120756149292,2.823105573654175
2018-09-05,8.218570709228516,2.801910877227783
2018-09-06,8.253020286560059,2.7925853729248047
2018-09-07,8.321918487548828,2.789194107055664
2018-09-10,8.336682319641113,2.788346529006958
2018-09-11,8.420344352722168,2.776477813720703
2018-09-12,8.371131896972656,2.7680001258850098
2018-09-13,8.376052856445312,2.7493488788604736
2018-09-14,8.20380687713623,2.751044273376465
2018-09-17,8.297311782836914,2.7671520709991455
2018-09-18,8.326839447021484,2.7552831172943115
2018-09-19,8.356367111206055,2.746805191040039
2018-09-20,8.44002914428711,2.7323930263519287
2018-09-21,8.582747459411621,2.733240842819214
2018-09-24,8.567983627319336,2.7680001258850098
2018-09-25,8.597511291503906,2.763761043548584
2018-09-26,8.641801834106445,2.7595221996307373
2018-09-27,8.661487579345703,2.7866508960723877
2018-09-28,8.602432250976562,2.6942431926727295
2018-10-01,8.464635848999023,2.6450717449188232
2018-10-02,8.484321594238281,2.6705055236816406
2018-10-03,8.631959915161133,2.7137420177459717
2018-10-04,8.454793930053711,2.7001774311065674
2018-10-05,8.390815734863281,2.7001774311065674
2018-10-08,8.385895729064941,2.7018730640411377
2018-10-09,8.371131896972656,2.6705055236816406
2018-10-10,8.169358253479004,2.662027597427368
2018-10-11,7.962663173675537,2.6111607551574707
2018-10-12,8.002034187316895,2.588270664215088
2018-10-15,7.992190837860107,2.5992918014526367
2018-10-16,8.02171802520752,2.644224166870117
2018-10-17,8.00695514678955,2.662027597427368
2018-10-18,8.002034187316895,2.6603317260742188
2018-10-19,8.026639938354492,2.686612844467163
2018-10-22,7.972506523132324,2.666266441345215
2018-10-23,7.815024375915527,2.6289639472961426
2018-10-24,7.864237308502197,2.612008571624756
2018-10-25,7.874079704284668,2.6043784618377686
2018-10-26,7.854394435882568,2.5865752696990967
2018-10-29,7.746126174926758,2.6179428100585938
2018-10-30,7.706755638122559,2.636593818664551
2018-10-31,7.815024375915527,2.631507396697998
2018-11-01,7.824866771697998,2.6416807174682617
2018-11-02,7.726440906524658,2.6111607551574707
2018-11-05,7.765811443328857,2.624725341796875
2018-11-06,7.696913242340088,2.6408329010009766
2018-11-07,7.731362342834473,2.636593818664551
2018-11-08,7.672306537628174,2.6942431926727295
2018-11-09,7.736283779144287,2.636593818664551
2018-11-12,7.760890007019043,2.636593818664551
2018-11-13,7.731362342834473,2.6094651222229004
2018-11-14,7.677227973937988,2.625572919845581
2018-11-15,7.623093605041504,2.6026828289031982
2018-11-16,7.623093605041504,2.606921911239624
2018-11-19,7.534510135650635,2.6111607551574707
2018-11-20,7.3819499015808105,2.6111607551574707
2018-11-21,7.431163311004639,2.5984442234039307
2018-11-22,7.406556129455566,2.578097105026245
2018-11-23,7.416399002075195,2.5814883708953857
2018-11-26,7.5049824714660645,2.608617067337036
2018-11-27,7.490218639373779,2.6026828289031982
2018-11-28,7.490218639373779,2.5925095081329346
2018-11-29,7.534510135650635,2.6026828289031982
2018-11-30,7.57880163192749,2.6170949935913086
2018-12-03,7.682149410247803,2.637441635131836
2018-12-04,7.682149410247803,2.636593818664551
2018-12-05,7.701834201812744,2.629812002182007
2018-12-06,7.539431571960449,2.560293674468994
2018-12-07,7.54927396774292,2.6221816539764404
2018-12-10,7.509903907775879,2.5908138751983643
2018-12-11,7.534510135650635,2.636593818664551
2018-12-12,7.662463665008545,2.636593818664551
2018-12-13,7.721519470214844,2.618790626525879
2018-12-14,7.623093605041504,2.631507396697998
2018-12-17,7.519745826721191,2.566228151321411
2018-12-18,7.460690498352051,2.5017971992492676
2018-12-19,7.5443525314331055,2.534012794494629
2018-12-20,7.534510135650635,2.5263829231262207
2018-12-21,7.3573431968688965,2.551815986633301
2018-12-24,7.48037576675415,2.5297739505767822
2018-12-27,7.441005706787109,2.4755160808563232
2018-12-28,7.436083793640137,2.5255348682403564
2018-12-31,7.652621746063232,2.5848796367645264
2019-01-02,7.687070369720459,2.5433382987976074
2019-01-03,7.711677074432373,2.56453275680542
2019-01-04,7.736283779144287,2.6272685527801514
2019-01-07,7.696913242340088,2.6094651222229004
2019-01-08,7.746126174926758,2.606921911239624
2019-01-09,7.657542705535889,2.606921911239624
2019-01-10,7.736283779144287,2.595900774002075
2019-01-11,7.844552040100098,2.6153995990753174
2019-01-14,7.805181503295898,2.6094651222229004
2019-01-15,7.839630603790283,2.6026828289031982
2019-01-16,7.736283779144287,2.5975961685180664
2019-01-17,7.810102939605713,2.595052719116211
2019-01-18,7.824866771697998,2.606921911239624
2019-01-21,7.834709644317627,2.5797927379608154
2019-01-22,7.854394435882568,2.57724928855896
2019-01-23,7.760890007019043,2.5840320587158203
2019-01-24,7.760890007019043,2.588270664215088
2019-01-25,7.726440906524658,2.6238772869110107
2019-01-28,7.726440906524658,2.6179428100585938
2019-01-29,7.726440906524658,2.6586363315582275
2019-01-30,7.726440906524658,2.674743890762329
2019-01-31,7.726440906524658,2.704416275024414
2019-02-01,7.731362342834473,2.704416275024414
2019-02-04,7.726440906524658,2.71035099029541
2019-02-05,7.726440906524658,2.729001998901367
2019-02-06,7.7559685707092285,2.7383275032043457
2019-02-07,7.751047611236572,2.7205240726470947
2019-02-08,7.736283779144287,2.6823742389678955
2019-02-11,7.711677074432373,2.6772873401641846
2019-02-12,7.731362342834473,2.704416275024414
2019-02-13,7.7559685707092285,2.697633981704712
2019-02-14,7.844552040100098,2.763761043548584
2019-02-15,7.962663173675537,2.7535877227783203
2019-02-18,8.026639938354492,2.763761043548584
2019-02-19,8.01679801940918,2.7722387313842773
2019-02-20,8.026639938354492,2.7747819423675537
2019-02-21,8.002034187316895,2.7425663471221924
2019-02-22,8.08569622039795,2.756978750228882
2019-02-25,8.14475154876709,2.7128942012786865
2019-02-26,8.14475154876709,2.6891562938690186
2019-02-27,8.134908676147461,2.7061116695404053
2019-02-28,8.139830589294434,2.73408842086792
2019-03-01,8.189042091369629,2.7434141635894775
2019-03-04,8.248098373413086,2.7357842922210693
2019-03-05,8.267783164978027,2.7315452098846436
2019-03-06,8.267783164978027,2.733240842819214
2019-03-07,8.321918487548828,2.746805191040039
2019-03-08,8.385895729064941,2.7383275032043457
2019-03-11,8.489242553710938,2.7713911533355713
2019-03-12,8.420344352722168,2.752739906311035
2019-03-13,8.504006385803223,2.801063060760498
2019-03-14,8.62211799621582,2.8392131328582764
2019-03-15,8.617196083068848,2.806997776031494
2019-03-18,8.484321594238281,2.8527777194976807
2019-03-19,8.513849258422852,2.835822343826294
2019-03-20,8.464635848999023,2.825648784637451
2019-03-21,8.538455963134766,2.8994057178497314
2019-03-22,8.405580520629883,2.907883405685425
2019-03-25,8.385895729064941,2.920600175857544
