Date,NVG.LS,ALTR.LS
2014-12-31,2.1212124824523926,1.6885714530944824
2015-01-02,2.1316616535186768,1.7300381660461426
2015-01-05,2.109369993209839,1.698088526725769
2015-01-06,2.0766286849975586,1.7402348518371582
2015-01-07,2.0522470474243164,1.7776226997375488
2015-01-08,2.1908745765686035,1.8279261589050293
2015-01-09,2.156043767929077,1.8306455612182617
2015-01-12,2.1657962799072266,1.8456006050109863
2015-01-13,2.203413963317871,1.8931853771209717
2015-01-14,2.2298855781555176,1.9067810773849487
2015-01-15,2.2709860801696777,1.9169775247573853
2015-01-16,2.272379159927368,1.91085946559906
2015-01-19,2.2640199661254883,1.9577645063400269
2015-01-20,2.277952194213867,1.9727191925048828
2015-01-21,2.315570116043091,1.9611631631851196
2015-01-22,2.3671200275421143,2.0053489208221436
2015-01-23,2.4110069274902344,2.0182647705078125
2015-01-26,2.4409618377685547,2.0882816314697266
2015-01-27,2.4019510746002197,2.0529332160949707
2015-01-28,2.4416584968566895,2.0454559326171875
2015-01-29,2.5252528190612793,2.0821638107299805
2015-01-30,2.5022644996643066,2.0869224071502686
2015-02-02,2.461860418319702,2.130427837371826
2015-02-03,2.5057475566864014,2.1032369136810303
2015-02-04,2.539881944656372,2.140624523162842
2015-02-05,2.559387445449829,2.1283888816833496
2015-02-06,2.568443536758423,2.143343687057495
2015-02-09,2.5496346950531006,2.0848827362060547
2015-02-10,2.562174081802368,2.0434165000915527
2015-02-11,2.584465980529785,2.0998380184173584
2015-02-12,2.6032748222351074,2.0998380184173584
2015-02-13,2.59073543548584,2.100517511367798
2015-02-16,2.5635671615600586,2.0536129474639893
2015-02-17,2.557297706604004,2.044095993041992
2015-02-18,2.5663540363311768,2.066528797149658
2015-02-19,2.5670502185821533,2.0576915740966797
2015-02-20,2.5774993896484375,2.039337635040283
2015-02-23,2.601881265640259,2.055652379989624
2015-02-24,2.6527347564697266,2.067208766937256
2015-02-25,2.7168242931365967,2.025742292404175
2015-02-26,2.709857702255249,2.066528797149658
2015-02-27,2.74817156791687,2.112074136734009
2015-03-02,2.74817156791687,2.124310255050659
2015-03-03,2.7223966121673584,2.1508214473724365
2015-03-04,2.7028913497924805,2.1215908527374268
2015-03-05,2.7425990104675293,2.1895687580108643
2015-03-06,2.7669806480407715,2.1848104000091553
2015-03-09,2.7725536823272705,2.1922879219055176
2015-03-10,2.7704639434814453,2.202484607696533
2015-03-11,2.867990732192993,2.349997043609619
2015-03-12,2.890979290008545,2.3472776412963867
2015-03-13,2.909787893295288,2.3506765365600586
2015-03-16,2.904215097427368,2.3663113117218018
2015-03-17,2.8840126991271973,2.289496421813965
2015-03-18,2.868687152862549,2.4322502613067627
2015-03-19,2.871474027633667,2.600835084915161
2015-03-20,2.929293394088745,2.5688858032226562
2015-03-23,2.932776689529419,2.6130714416503906
2015-03-24,2.9397425651550293,2.696004629135132
2015-03-25,2.9251139163970947,2.605593681335449
2015-03-26,2.8819234371185303,2.665414333343506
2015-03-27,2.918843984603882,2.7170774936676025
2015-03-30,2.8944623470306396,2.7191171646118164
2015-03-31,2.904215097427368,2.6980440616607666
2015-04-01,2.9362599849700928,2.6994032859802246
2015-04-02,2.9397425651550293,2.783695697784424
2015-04-07,3.0874266624450684,2.7891340255737305
2015-04-08,3.166841745376587,2.8611907958984375
2015-04-09,3.2615816593170166,2.8693485260009766
2015-04-10,3.2420766353607178,2.9094550609588623
2015-04-13,3.249739408493042,2.9135336875915527
2015-04-14,3.249042510986328,2.923050880432129
2015-04-15,3.2985029220581055,2.917612314224243
2015-04-16,3.2511324882507324,2.8224434852600098
2015-04-17,3.218391180038452,2.757864236831665
2015-04-20,3.198885679244995,2.705521583557129
2015-04-21,3.2232675552368164,2.7639825344085693
2015-04-22,3.1835601329803467,2.6756110191345215
2015-04-23,3.141066312789917,2.678330183029175
2015-04-24,3.1835601329803467,2.748347520828247
2015-04-27,3.2114250659942627,2.783695697784424
2015-04-28,3.162661552429199,2.7442688941955566
2015-04-29,3.072100877761841,2.6246275901794434
2015-04-30,3.0449328422546387,2.5974364280700684
2015-05-04,3.1341004371643066,2.6191890239715576
2015-05-05,3.0477190017700195,2.5940375328063965
2015-05-06,3.04075288772583,2.6103522777557373
2015-05-07,3.044235944747925,2.6436758041381836
2015-05-08,2.9593489170074463,2.7249021530151367
2015-05-11,2.938126564025879,2.69504976272583
2015-05-12,2.886901617050171,2.6388161182403564
2015-05-13,2.889097213745117,2.635344982147217
2015-05-14,2.894219398498535,2.652700901031494
2015-05-15,2.8883652687072754,2.658255100250244
2015-05-18,2.9022693634033203,2.706157922744751
2015-05-19,2.9637393951416016,2.8512542247772217
2015-05-20,2.9908151626586914,2.8630564212799072
2015-05-21,2.9659347534179688,2.890132188796997
2015-05-22,2.9776434898376465,2.8804128170013428
2015-05-25,2.9183685779571533,2.8332040309906006
2015-05-26,2.784451484680176,2.8276500701904297
2015-05-27,2.8415307998657227,2.8491716384887695
2015-05-28,2.8415307998657227,2.8338983058929443
2015-05-29,2.7632298469543457,2.6381218433380127
2015-06-01,2.7507894039154053,2.568697690963745
2015-06-02,2.751521110534668,2.6235427856445312
2015-06-03,2.7925009727478027,2.671445846557617
2015-06-04,2.6981005668640137,2.6436758041381836
2015-06-05,2.6534616947174072,2.5916075706481934
2015-06-08,2.578087329864502,2.415964365005493
2015-06-09,2.5736968517303467,2.410410165786743
2015-06-10,2.60809063911438,2.4784462451934814
2015-06-11,2.6549253463745117,2.5277373790740967
2015-06-12,2.5949184894561768,2.4631729125976562
2015-06-15,2.502713441848755,2.339597463607788
2015-06-16,2.5275943279266357,2.4576187133789062
2015-06-17,2.4895412921905518,2.387500286102295
2015-06-18,2.4771008491516113,2.3750038146972656
2015-06-19,2.5393028259277344,2.360424757003784
2015-06-22,2.567110300064087,2.3944427967071533
2015-06-23,2.6746833324432373,2.4992735385894775
2015-06-24,2.6285808086395264,2.386805772781372
2015-06-25,2.615408420562744,2.4222123622894287
2015-06-26,2.635166883468628,2.444427967071533
2015-06-29,2.5385706424713135,2.2417097091674805
2015-06-30,2.5246670246124268,2.2680907249450684
2015-07-01,2.5993096828460693,2.371532678604126
2015-07-02,2.567842721939087,2.39027738571167
2015-07-03,2.5466206073760986,2.4124929904937744
2015-07-06,2.4522199630737305,2.2576770782470703
2015-07-07,2.4148988723754883,2.2146339416503906
2015-07-08,2.440511703491211,2.2937774658203125
2015-07-09,2.553938388824463,2.4340145587921143
2015-07-10,2.588332176208496,2.5437047481536865
2015-07-13,2.6490707397460938,2.5860536098480225
2015-07-14,2.678342342376709,2.5499532222747803
2015-07-15,2.70322322845459,2.613823413848877
2015-07-16,2.7939648628234863,2.772110939025879
2015-07-17,2.76396107673645,2.7387869358062744
