Date,ALTR.LS,SEM.LS
2014-12-31,1.6885714530944824,8.467557907104492
2015-01-02,1.7300381660461426,8.438360214233398
2015-01-05,1.698088526725769,8.40081787109375
2015-01-06,1.7402348518371582,8.33407974243164
2015-01-07,1.7776226997375488,8.138031959533691
2015-01-08,1.8279261589050293,8.384134292602539
2015-01-09,1.8306455612182617,8.34242057800293
2015-01-12,1.8456006050109863,8.413331985473633
2015-01-13,1.8931853771209717,8.509268760681152
2015-01-14,1.9067810773849487,8.676116943359375
2015-01-15,1.9169775247573853,8.78456974029541
2015-01-16,1.91085946559906,8.676116943359375
2015-01-19,1.9577645063400269,8.676116943359375
2015-01-20,1.9727191925048828,8.425846099853516
2015-01-21,1.9611631631851196,8.413331985473633
2015-01-22,2.0053489208221436,8.379962921142578
2015-01-23,2.0182647705078125,8.450872421264648
2015-01-26,2.0882816314697266,8.717830657958984
2015-01-27,2.0529332160949707,8.384134292602539
2015-01-28,2.0454559326171875,8.459216117858887
2015-01-29,2.0821638107299805,8.500926971435547
2015-01-30,2.0869224071502686,8.684459686279297
2015-02-02,2.130427837371826,8.776227951049805
2015-02-03,2.1032369136810303,8.842966079711914
2015-02-04,2.140624523162842,8.801254272460938
2015-02-05,2.1283888816833496,8.847136497497559
2015-02-06,2.143343687057495,8.897192001342773
2015-02-09,2.0848827362060547,8.676116943359375
2015-02-10,2.0434165000915527,8.67194652557373
2015-02-11,2.0998380184173584,8.772056579589844
2015-02-12,2.0998380184173584,8.842966079711914
2015-02-13,2.100517511367798,9.039013862609863
2015-02-16,2.0536129474639893,8.855480194091797
2015-02-17,2.044095993041992,8.797082901000977
2015-02-18,2.066528797149658,8.855480194091797
2015-02-19,2.0576915740966797,8.75537109375
2015-02-20,2.039337635040283,8.918048858642578
2015-02-23,2.055652379989624,8.897192001342773
2015-02-24,2.067208766937256,9.39356803894043
2015-02-25,2.025742292404175,9.760632514953613
2015-02-26,2.066528797149658,10.181925773620605
2015-02-27,2.112074136734009,10.31123161315918
2015-03-02,2.124310255050659,10.12769889831543
2015-03-03,2.1508214473724365,10.035932540893555
2015-03-04,2.1215908527374268,9.923310279846191
2015-03-05,2.1895687580108643,10.261178016662598
2015-03-06,2.1848104000091553,10.307060241699219
2015-03-09,2.1922879219055176,10.415512084960938
2015-03-10,2.202484607696533,10.340433120727539
2015-03-11,2.349997043609619,10.678298950195312
2015-03-12,2.3472776412963867,10.728353500366211
2015-03-13,2.3506765365600586,10.84097671508789
2015-03-16,2.3663113117218018,10.782580375671387
2015-03-17,2.289496421813965,10.707496643066406
2015-03-18,2.4322502613067627,10.590703964233398
2015-03-19,2.600835084915161,10.473909378051758
2015-03-20,2.5688858032226562,10.686641693115234
2015-03-23,2.6130714416503906,10.715841293334961
2015-03-24,2.696004629135132,10.790921211242676
2015-03-25,2.605593681335449,10.574018478393555
2015-03-26,2.665414333343506,10.282033920288086
2015-03-27,2.7170774936676025,10.469738960266113
2015-03-30,2.7191171646118164,10.436369895935059
2015-03-31,2.6980440616607666,10.377971649169922
2015-04-01,2.6994032859802246,10.419684410095215
2015-04-02,2.783695697784424,10.574018478393555
2015-04-07,2.7891340255737305,10.649101257324219
2015-04-08,2.8611907958984375,11.00782585144043
2015-04-09,2.8693485260009766,11.620992660522461
2015-04-10,2.9094550609588623,11.833724975585938
2015-04-13,2.9135336875915527,11.620992660522461
2015-04-14,2.923050880432129,11.37906265258789
2015-04-15,2.917612314224243,11.658534049987793
2015-04-16,2.8224434852600098,11.349863052368164
2015-04-17,2.757864236831665,11.124618530273438
2015-04-20,2.705521583557129,11.170501708984375
2015-04-21,2.7639825344085693,11.295637130737305
2015-04-22,2.6756110191345215,11.078734397888184
2015-04-23,2.678330183029175,10.99531078338623
