Date,PEP,KO
2015-06-25,80.65361022949219,33.42256546020508
2015-06-26,80.72164916992188,33.40586471557617
2015-06-29,79.68401336669922,32.9047737121582
2015-06-30,79.38634490966797,32.76279830932617
2015-07-01,80.38995361328125,32.98829650878906
2015-07-02,80.50902557373047,32.979942321777344
2015-07-06,80.28789520263672,32.92148208618164
2015-07-07,81.9888916015625,33.614646911621094
2015-07-08,81.3169937133789,33.288944244384766
2015-07-09,80.44947052001953,33.33905029296875
2015-07-10,81.26594543457031,33.7315673828125
2015-07-13,82.68633270263672,33.957061767578125
2015-07-14,82.60974884033203,34.38298797607422
2015-07-15,81.94637298583984,34.349578857421875
2015-07-16,82.41417694091797,34.64188003540039
2015-07-17,82.31208801269531,34.449798583984375
2015-07-20,82.76285552978516,34.5583610534668
2015-07-21,82.43965911865234,34.39967727661133
2015-07-22,82.6437759399414,34.15750503540039
2015-07-23,82.3886489868164,34.10738754272461
2015-07-24,81.80179595947266,33.77332305908203
2015-07-27,81.3594970703125,33.85684585571289
2015-07-28,81.74224853515625,33.86519241333008
2015-07-29,82.09947967529297,33.898597717285156
2015-07-30,82.18450927734375,33.8735466003418
2015-07-31,81.94637298583984,34.30781936645508
2015-08-03,82.88192749023438,34.691993713378906
2015-08-04,83.18811798095703,34.95088195800781
2015-08-05,84.36181640625,35.1763801574707
2015-08-06,84.32780456542969,35.009334564208984
2015-08-07,84.28528594970703,34.88407516479492
2015-08-10,84.27674865722656,34.80891036987305
2015-08-11,83.87702178955078,34.64188003540039
2015-08-12,83.67288970947266,34.458152770996094
2015-08-13,84.02161407470703,34.324527740478516
2015-08-14,84.39582824707031,34.449798583984375
2015-08-17,84.93164825439453,34.5333137512207
2015-08-18,84.85509490966797,34.49155807495117
2015-08-19,84.19171142578125,34.057281494140625
2015-08-20,83.33269500732422,33.86519241333008
2015-08-21,81.86131286621094,33.013336181640625
2015-08-24,78.10209655761719,32.05293273925781
2015-08-25,76.23946380615234,31.72722053527832
2015-08-26,78.66339874267578,32.34522247314453
2015-08-27,79.60747528076172,32.79620361328125
2015-08-28,79.5479507446289,32.946537017822266
2015-08-31,79.03765106201172,32.83796310424805
2015-09-01,77.67682647705078,32.361934661865234
2015-09-02,78.5450668334961,32.487205505371094
2015-09-03,78.96504211425781,32.70433807373047
2015-09-04,77.92797088623047,32.16984558105469
2015-09-08,79.1707763671875,32.487205505371094
2015-09-09,77.8508071899414,31.986116409301758
2015-09-10,78.0479507446289,32.08633041381836
2015-09-11,78.5279312133789,32.120025634765625
2015-09-14,78.16793823242188,32.09475326538086
2015-09-15,78.9050521850586,32.43170928955078
2015-09-16,79.77074432373047,32.9792594909668
2015-09-17,80.02787017822266,33.173011779785156
2015-09-18,79.75359344482422,32.83604431152344
2015-09-21,80.31926727294922,33.01295471191406
2015-09-22,79.1707763671875,32.67599868774414
2015-09-23,79.19647979736328,32.650726318359375
2015-09-24,79.25648498535156,32.9792594909668
2015-09-25,80.11357879638672,33.375179290771484
2015-09-28,79.25648498535156,33.299354553222656
2015-09-29,79.74500274658203,33.40888214111328
2015-09-30,80.82495880126953,33.796363830566406
2015-10-01,80.43927001953125,33.52680587768555
2015-10-02,80.7049789428711,34.023807525634766
2015-10-05,82.11920166015625,34.54608917236328
2015-10-06,83.19915771484375,34.50395965576172
2015-10-07,84.44194030761719,34.9756965637207
2015-10-08,84.82766723632812,35.363197326660156
2015-10-09,85.25621032714844,35.396888732910156
2015-10-12,84.97337341308594,35.380043029785156
2015-10-13,83.92768859863281,35.0852165222168
2015-10-14,83.55912017822266,35.1104850769043
2015-10-15,84.2362289428711,35.312644958496094
2015-10-16,85.45333099365234,35.396888732910156
2015-10-19,85.8647232055664,35.37162399291992
2015-10-20,85.94187927246094,35.624332427978516
2015-10-21,85.92474365234375,35.54010009765625
2015-10-22,88.35034942626953,36.42460632324219
2015-10-23,87.7932357788086,36.045528411865234
2015-10-26,87.88751983642578,35.87704849243164
2015-10-27,88.23035430908203,35.89389419555664
2015-10-28,88.05894470214844,35.99498748779297
2015-10-29,88.11035919189453,36.045528411865234
2015-10-30,87.58753204345703,35.67488098144531
2015-11-02,86.91040802001953,35.58222579956055
2015-11-03,86.49900817871094,35.51482391357422
2015-11-04,86.24187469482422,35.35477066040039
2015-11-05,86.2332992553711,35.65803146362305
2015-11-06,85.47048950195312,35.34634780883789
2015-11-09,84.7505111694336,34.9925537109375
2015-11-10,84.70764923095703,35.18630599975586
2015-11-11,85.22190856933594,35.41373825073242
2015-11-12,84.31339263916016,35.0262451171875
2015-11-13,84.03054809570312,34.85776901245117
2015-11-16,85.33332824707031,35.34634780883789
2015-11-17,84.70764923095703,35.10205841064453
2015-11-18,85.94187927246094,35.61591720581055
2015-11-19,86.507568359375,36.315086364746094
2015-11-20,85.79617309570312,35.74225616455078
2015-11-23,86.4389877319336,36.18873977661133
2015-11-24,86.25045776367188,36.52568817138672
2015-11-25,86.13903045654297,36.52568817138672
2015-11-27,86.34473419189453,36.6275520324707
2015-11-30,85.84759521484375,36.17765808105469
2015-12-01,86.61898040771484,36.40684127807617
2015-12-02,85.862060546875,36.30498123168945
2015-12-03,85.52542114257812,36.041839599609375
2015-12-04,87.22574615478516,36.74638366699219
2015-12-07,86.88914489746094,36.669986724853516
2015-12-08,86.45760345458984,36.50871276855469
2015-12-09,85.5599594116211,36.21162033081055
2015-12-10,85.3614501953125,36.2964973449707
2015-12-11,84.39476776123047,35.88056564331055
2015-12-14,84.54149627685547,36.033355712890625
2015-12-15,85.78437805175781,36.559635162353516
2015-12-16,87.24301147460938,37.21324920654297
2015-12-17,86.48347473144531,36.91615676879883
2015-12-18,84.49833679199219,36.0757942199707
2015-12-21,85.11979675292969,36.3134765625
2015-12-22,86.13826751708984,36.74638366699219
2015-12-23,86.8632583618164,37.06894302368164
2015-12-24,86.77693939208984,36.95859909057617
2015-12-28,86.89777374267578,36.91615676879883
2015-12-29,87.5623779296875,37.10289764404297
2015-12-30,87.30345916748047,36.98405838012695
2015-12-31,86.2418212890625,36.466270446777344
2016-01-04,85.24925994873047,35.990909576416016
2016-01-05,85.83614349365234,36.11823654174805
2016-01-06,85.862060546875,35.923011779785156
2016-01-07,84.21350860595703,35.328826904296875
2016-01-08,83.90278625488281,35.23543930053711
2016-01-11,84.10132598876953,35.29486083984375
2016-01-12,84.25666809082031,35.75324249267578
2016-01-13,83.29000091552734,35.524051666259766
2016-01-14,82.69445037841797,35.54951477050781
2016-01-15,81.07180786132812,35.22695541381836
2016-01-19,82.65991973876953,35.58346176147461
2016-01-20,80.93368530273438,35.125091552734375
2016-01-21,81.53787231445312,35.13357925415039
2016-01-22,82.72895812988281,35.70230484008789
2016-01-25,82.806640625,35.78718948364258
2016-01-26,83.13463592529297,35.71928024291992
2016-01-27,82.806640625,35.727783203125
2016-01-28,84.10994720458984,36.13521194458008
2016-01-29,85.70668029785156,36.43231201171875
2016-02-01,85.47364807128906,36.500213623046875
2016-02-02,84.76589965820312,36.024864196777344
2016-02-03,85.20606994628906,36.26254653930664
2016-02-04,84.05816650390625,36.10126495361328
2016-02-05,83.99773406982422,36.024864196777344
2016-02-08,84.17037200927734,36.203125
2016-02-09,84.82630157470703,36.75486755371094
2016-02-10,84.25666809082031,36.11823654174805
2016-02-11,83.63524627685547,35.999412536621094
2016-02-12,85.00759887695312,36.59359359741211
2016-02-16,85.10250854492188,36.80580139160156
2016-02-17,85.9224853515625,36.91615676879883
2016-02-18,85.98289489746094,37.01801300048828
2016-02-19,85.94837188720703,37.15382385253906
2016-02-22,86.19865417480469,37.29813003540039
2016-02-23,85.91383361816406,37.08591842651367
2016-02-24,86.03468322753906,37.27267074584961
2016-02-25,86.88914489746094,37.4848747253418
2016-02-26,84.89537048339844,36.619056701660156
2016-02-29,84.42929077148438,36.610565185546875
2016-03-01,85.52542114257812,37.08591842651367
2016-03-02,85.47589874267578,37.15382385253906
2016-03-03,86.19738006591797,37.31511306762695
2016-03-04,86.9275894165039,37.44244384765625
2016-03-07,86.27564239501953,37.35755157470703
2016-03-08,86.70155334472656,37.62069320678711
2016-03-09,87.10143280029297,38.0366325378418
2016-03-10,87.60562896728516,38.39313507080078
2016-03-11,88.06633758544922,38.66688919067383
2016-03-14,87.49261474609375,38.743873596191406
2016-03-15,87.92725372314453,38.70110321044922
2016-03-16,87.64907836914062,38.5385627746582
2016-03-17,88.55311584472656,39.15449905395508
2016-03-18,88.04894256591797,39.009071350097656
2016-03-21,88.26626586914062,39.06895446777344
2016-03-22,87.59693145751953,38.92351531982422
2016-03-23,87.63168334960938,38.88930130004883
2016-03-24,87.51866912841797,38.99196243286133
2016-03-28,87.77945709228516,39.180152893066406
2016-03-29,88.11849212646484,39.761871337890625
2016-03-30,89.26593017578125,39.84742736816406
2016-03-31,89.08338165283203,39.68488693237305
2016-04-01,90.21344757080078,40.06129455566406
2016-04-04,90.24821472167969,40.112613677978516
2016-04-05,89.62232208251953,39.80464172363281
2016-04-06,90.33512878417969,39.9586296081543
2016-04-07,90.05697631835938,39.65922164916992
2016-04-08,91.3435287475586,40.09550857543945
2016-04-11,90.66547393798828,39.7276611328125
2016-04-12,91.19572448730469,39.90730285644531
2016-04-13,90.50899505615234,39.38546371459961
2016-04-14,89.67449188232422,39.20582962036133
2016-04-15,90.20474243164062,39.43680191040039
2016-04-18,90.16128540039062,39.539459228515625
2016-04-19,90.68285369873047,39.864532470703125
2016-04-20,89.04862976074219,37.95684814453125
2016-04-21,87.78816223144531,37.34947967529297
2016-04-22,88.64875793457031,38.10227966308594
2016-04-25,89.36155700683594,38.24771499633789
2016-04-26,89.18770599365234,38.093727111816406
2016-04-27,89.21378326416016,38.22203826904297
2016-04-28,89.50933837890625,38.17927551269531
2016-04-29,89.5006332397461,38.3246955871582
2016-05-02,89.9092025756836,38.47868347167969
2016-05-03,90.02220916748047,38.35892105102539
2016-05-04,90.42205810546875,38.47868347167969
2016-05-05,90.58723449707031,38.547119140625
2016-05-06,91.23920440673828,38.7695426940918
2016-05-09,91.51734924316406,38.70110321044922
2016-05-10,92.63872528076172,39.137386322021484
2016-05-11,91.89983367919922,38.88930130004883
2016-05-12,92.23015594482422,39.20582962036133
2016-05-13,90.56116485595703,38.795204162597656
2016-05-16,90.51769256591797,39.026180267333984
2016-05-17,88.98775482177734,38.28193283081055
2016-05-18,87.7186508178711,38.05095672607422
2016-05-19,88.08372497558594,37.91408157348633
2016-05-20,87.01451110839844,37.59756088256836
2016-05-23,87.29267120361328,37.61467361450195
2016-05-24,87.87508392333984,37.95684814453125
2016-05-25,87.87508392333984,37.96541213989258
2016-05-26,88.57923126220703,38.23059844970703
2016-05-27,88.63134765625,38.30759048461914
2016-05-31,87.94463348388672,38.153602600097656
2016-06-01,88.95441436767578,38.23915481567383
2016-06-02,89.33101654052734,38.25627517700195
2016-06-03,89.79520416259766,38.530006408691406
2016-06-06,89.9440689086914,38.81230926513672
2016-06-07,89.76014709472656,38.7695426940918
2016-06-08,90.36445617675781,38.96629333496094
2016-06-09,90.78482818603516,39.14594650268555
2016-06-10,90.47830200195312,39.34270095825195
2016-06-13,90.25934600830078,38.894447326660156
2016-06-14,90.40825653076172,38.82548141479492
2016-06-15,90.08419036865234,38.799617767333984
2016-06-16,90.95124053955078,39.058231353759766
2016-06-17,90.56587982177734,38.60997772216797
2016-06-20,90.5308609008789,38.773765563964844
2016-06-21,91.15267181396484,38.90306091308594
2016-06-22,90.85489654541016,38.67032241821289
2016-06-23,91.46794128417969,38.85997009277344
2016-06-24,89.31351470947266,37.8686408996582
2016-06-27,89.44486999511719,37.739341735839844
2016-06-28,89.45362091064453,38.084144592285156
2016-06-29,90.3118896484375,38.30827713012695
2016-06-30,92.7816390991211,39.075469970703125
2016-07-01,92.51014709472656,38.894447326660156
2016-07-05,93.2020263671875,39.161678314208984
2016-07-06,92.76412963867188,39.02375411987305
2016-07-07,94.13911437988281,38.868587493896484
2016-07-08,94.82223510742188,39.11857223510742
2016-07-11,95.38275146484375,39.282352447509766
2016-07-12,95.27767181396484,39.29098129272461
2016-07-13,96.258544921875,39.42890167236328
2016-07-14,96.30233001708984,39.38580322265625
2016-07-15,96.03960418701172,39.33407974243164
2016-07-18,95.64549255371094,39.33407974243164
2016-07-19,95.92575073242188,39.33407974243164
2016-07-20,95.39151000976562,39.23063278198242
2016-07-21,95.09376525878906,39.178916931152344
2016-07-22,95.62798309326172,39.50648498535156
2016-07-25,95.47909545898438,39.282352447509766
2016-07-26,94.76092529296875,38.68756103515625
2016-07-27,94.13037109375,37.411766052246094
2016-07-28,94.69962310791016,37.62727355957031
2016-07-29,95.39151000976562,37.61003494262695
2016-08-01,95.4002685546875,37.45487594604492
2016-08-02,95.21636199951172,37.52383041381836
2016-08-03,94.62081909179688,37.6186637878418
2016-08-04,94.95359802246094,37.50658416748047
2016-08-05,95.16380310058594,37.48073959350586
2016-08-08,94.70838165283203,37.446250915527344
2016-08-09,94.83099365234375,37.47212219238281
2016-08-10,95.3039321899414,37.59279251098633
2016-08-11,95.00615692138672,37.71348190307617
2016-08-12,95.10248565673828,37.9548454284668
2016-08-15,95.21636199951172,38.1358757019043
2016-08-16,94.58578491210938,37.78244400024414
2016-08-17,94.99739837646484,37.98070526123047
2016-08-18,94.83099365234375,38.01518630981445
2016-08-19,94.73466491699219,37.860015869140625
2016-08-22,94.55075073242188,37.704856872558594
2016-08-23,94.4806900024414,37.79966735839844
2016-08-24,94.68212127685547,37.79966735839844
2016-08-25,94.4806900024414,37.64451599121094
2016-08-26,94.10409545898438,37.34280776977539
2016-08-29,94.57701873779297,37.53245544433594
2016-08-30,93.8938980102539,37.27385330200195
2016-08-31,94.15232849121094,37.4376335144043
2016-09-01,94.62860870361328,37.36867141723633
2016-09-02,95.14015197753906,37.63589859008789
2016-09-06,95.18425750732422,37.747955322265625
2016-09-07,94.55803680419922,37.6186637878418
2016-09-08,94.2669906616211,37.61003494262695
2016-09-09,91.7709732055664,36.43768310546875
2016-09-12,93.50846099853516,37.230743408203125
2016-09-13,92.24723052978516,36.74406814575195
2016-09-14,92.65293884277344,36.59632873535156
2016-09-15,93.03221130371094,36.81359100341797
2016-09-16,92.85579681396484,36.622406005859375
2016-09-19,93.19977569580078,36.58763122558594
2016-09-20,93.75541687011719,36.79621505737305
2016-09-21,94.48747253417969,36.961334228515625
2016-09-22,95.0960464477539,37.33504104614258
2016-09-23,94.67268371582031,37.143836975097656
2016-09-26,94.39928436279297,36.544185638427734
2016-09-27,94.80500030517578,37.01348114013672
2016-09-28,94.7079849243164,36.63108825683594
2016-09-29,95.04313659667969,36.52680206298828
2016-09-30,95.9339370727539,36.778831481933594
2016-10-03,95.47531127929688,36.52680206298828
2016-10-04,94.46102142333984,36.36167526245117
2016-10-05,93.49966430664062,36.33560562133789
2016-10-06,93.84363555908203,36.24869918823242
2016-10-07,93.48201751708984,36.266082763671875
2016-10-10,93.68487548828125,36.266082763671875
2016-10-11,93.11157989501953,36.10095977783203
2016-10-12,93.56139373779297,36.309532165527344
2016-10-13,93.4202880859375,36.29216003417969
2016-10-14,94.22288513183594,36.21393966674805
2016-10-17,94.24051666259766,36.153099060058594
2016-10-18,94.32872009277344,36.47465896606445
2016-10-19,93.72013854980469,36.544185638427734
2016-10-20,93.37617492675781,36.43989181518555
2016-10-21,93.15567779541016,36.61370849609375
2016-10-24,94.64624786376953,36.987403869628906
2016-10-25,94.57567596435547,36.97002410888672
2016-10-26,94.43456268310547,36.883113861083984
2016-10-27,94.04649353027344,36.60501480102539
2016-10-28,94.43456268310547,36.70061492919922
2016-10-31,94.54923248291016,36.84835433959961
2016-11-01,94.11705017089844,36.60501480102539
2016-11-02,94.11705017089844,36.544185638427734
2016-11-03,94.04649353027344,36.52680206298828
2016-11-04,93.32324981689453,36.23131561279297
2016-11-07,94.33753204345703,36.900489807128906
2016-11-08,95.88983917236328,37.2655029296875
2016-11-09,94.59332275390625,36.735374450683594
2016-11-10,91.06536102294922,35.57951736450195
2016-11-11,91.012451171875,35.657737731933594
2016-11-14,89.42485809326172,35.7794075012207
2016-11-15,89.83057403564453,36.0140495300293
2016-11-16,89.70710754394531,35.85762405395508
2016-11-17,89.62771606445312,35.7359504699707
2016-11-18,89.35430145263672,35.55344772338867
2016-11-21,90.19220733642578,35.94452667236328
2016-11-22,90.74785614013672,35.953216552734375
2016-11-23,89.54833984375,35.7359504699707
2016-11-25,90.1128158569336,36.0922737121582
2016-11-28,90.6596450805664,36.283470153808594
2016-11-29,90.43914794921875,36.064361572265625
2016-11-30,88.94022369384766,35.36323547363281
2016-12-01,87.98953247070312,35.20547103881836
2016-12-02,89.38447570800781,35.37199401855469
2016-12-05,89.48221588134766,35.5998649597168
2016-12-06,90.22859954833984,35.5560417175293
2016-12-07,91.34810638427734,36.18705368041992
2016-12-08,90.76168823242188,35.915367126464844
2016-12-09,92.02338409423828,36.8093147277832
2016-12-12,93.045166015625,36.721675872802734
2016-12-13,93.85369873046875,36.598976135253906
2016-12-14,92.82304382324219,36.116943359375
2016-12-15,93.56049346923828,36.414920806884766
2016-12-16,94.06695556640625,36.58143997192383
2016-12-19,93.65824127197266,36.52009582519531
2016-12-20,93.20509338378906,36.51133728027344
2016-12-21,93.02739715576172,36.43245315551758
2016-12-22,93.60491943359375,36.414920806884766
2016-12-23,93.37391662597656,36.458740234375
2016-12-27,93.40945434570312,36.467506408691406
2016-12-28,92.9563217163086,36.27470016479492
2016-12-29,93.2850570678711,36.458740234375
2016-12-30,92.96519470214844,36.33604049682617
2017-01-03,92.98298645019531,36.63402557373047
2017-01-04,93.16065979003906,36.502567291259766
2017-01-05,93.03628540039062,36.590213775634766
2017-01-06,92.90298461914062,36.58143997192383
2017-01-09,91.9256362915039,36.21335220336914
2017-01-10,90.60174560546875,35.967952728271484
2017-01-11,90.45957946777344,35.97671890258789
2017-01-12,90.48623657226562,35.889068603515625
2017-01-13,90.22859954833984,35.827728271484375
2017-01-17,90.79722595214844,36.12570571899414
2017-01-18,91.285888671875,36.18705368041992
2017-01-19,90.94827270507812,36.05559539794922
2017-01-20,91.73016357421875,36.21335220336914
2017-01-23,92.41431427001953,36.30975341796875
2017-01-24,93.03628540039062,36.721675872802734
2017-01-25,92.94741821289062,36.91447830200195
2017-01-26,92.52983093261719,36.642791748046875
2017-01-27,91.94341278076172,36.3272819519043
2017-01-30,92.12998962402344,36.265933990478516
2017-01-31,92.20995330810547,36.43245315551758
2017-02-01,91.52580261230469,36.1607666015625
2017-02-02,92.43209075927734,36.28346252441406
2017-02-03,93.39168548583984,36.40616226196289
2017-02-06,92.91188049316406,36.42369079589844
2017-02-07,93.83594512939453,36.721675872802734
2017-02-08,93.90702819824219,36.82683563232422
2017-02-09,94.15580749511719,36.152000427246094
2017-02-10,94.27132415771484,35.5648078918457
2017-02-13,94.64447784423828,35.5998649597168
2017-02-14,94.99988555908203,35.52098846435547
2017-02-15,94.8310775756836,35.44211196899414
2017-02-16,96.06612396240234,36.108184814453125
2017-02-17,96.09275817871094,36.134464263916016
2017-02-21,97.16785430908203,36.33604049682617
2017-02-22,97.21229553222656,36.458740234375
2017-02-23,97.32780456542969,36.51133728027344
2017-02-24,97.58546447753906,36.61649703979492
2017-02-27,97.087890625,36.52009582519531
2017-02-28,98.07413482666016,36.774253845214844
2017-03-01,98.16629028320312,36.94953155517578
2017-03-02,98.50624084472656,37.22123336791992
2017-03-03,98.90880584716797,37.229984283447266
2017-03-06,98.07682800292969,36.96706771850586
2017-03-07,97.79949951171875,36.80055618286133
2017-03-08,97.7816162109375,36.80055618286133
2017-03-09,97.5311279296875,36.835601806640625
2017-03-10,98.0410385131836,37.06346893310547
2017-03-13,97.88002014160156,37.16072463989258
2017-03-14,97.8174057006836,37.1076774597168
2017-03-15,99.4008560180664,37.24029541015625
2017-03-16,99.42770385742188,37.35523223876953
2017-03-17,99.65135955810547,37.16072463989258
2017-03-20,99.43665313720703,37.29335403442383
2017-03-21,99.9913101196289,37.57627868652344
2017-03-22,100.2149658203125,37.470184326171875
2017-03-23,100.0002670288086,37.284507751464844
2017-03-24,100.30442810058594,37.24029541015625
2017-03-27,100.04500579833984,37.41712951660156
2017-03-28,100.59964752197266,37.51438522338867
2017-03-29,100.58175659179688,37.50554275512695
2017-03-30,100.35809326171875,37.664695739746094
2017-03-31,100.07182312011719,37.52322006225586
2017-04-03,100.07182312011719,37.496707916259766
2017-04-04,100.26863861083984,37.73542022705078
2017-04-05,100.14339447021484,37.63816452026367
2017-04-06,99.82135009765625,37.7265739440918
2017-04-07,99.8481674194336,37.67353057861328
2017-04-10,100.2149658203125,37.7442626953125
2017-04-11,99.95553588867188,37.717742919921875
2017-04-12,101.63739776611328,37.96529769897461
2017-04-13,100.80541229248047,37.832679748535156
2017-04-17,101.37796783447266,38.08023452758789
2017-04-18,102.2367935180664,38.4427490234375
2017-04-19,101.6463623046875,38.221702575683594
2017-04-20,101.61951446533203,38.097923278808594
2017-04-21,101.47640228271484,38.08023452758789
2017-04-24,102.27257537841797,38.26591110229492
2017-04-25,102.12946319580078,38.11560821533203
2017-04-26,101.38690948486328,38.230552673339844
2017-04-27,100.76964569091797,38.02719497680664
2017-04-28,101.34217834472656,38.15097427368164
2017-05-01,100.44756317138672,38.212867736816406
2017-05-02,100.4565200805664,38.3631706237793
2017-05-03,100.00920867919922,38.30127716064453
2017-05-04,101.05589294433594,38.60189437866211
2017-05-05,101.28849792480469,38.628414154052734
2017-05-08,101.28849792480469,38.805240631103516
2017-05-09,100.84120178222656,38.46926498413086
2017-05-10,100.94853973388672,38.522315979003906
2017-05-11,101.12747955322266,38.61072540283203
2017-05-12,101.01116943359375,38.53999328613281
2017-05-15,101.93262481689453,38.66377639770508
2017-05-16,101.79844665527344,38.76987075805664
2017-05-17,101.75370788574219,38.840606689453125
2017-05-18,102.01314544677734,38.72566223144531
2017-05-19,101.7089614868164,38.8140869140625
2017-05-22,102.6125259399414,39.061641693115234
2017-05-23,102.92564392089844,39.247318267822266
2017-05-24,103.8292236328125,39.813167572021484
2017-05-25,105.1443099975586,40.149147033691406
2017-05-26,105.48426055908203,40.13146209716797
2017-05-30,105.57372283935547,40.166831970214844
2017-05-31,105.27196502685547,40.20219039916992
2017-06-01,105.59623718261719,40.48512649536133
