Date,VOW.DE,VOW3.DE
2017-05-24,130.9889373779297,126.33662414550781
2017-05-25,130.71420288085938,126.56465911865234
2017-05-26,130.6226348876953,125.83491516113281
2017-05-29,129.98165893554688,125.24199676513672
2017-05-30,129.7069549560547,124.60346984863281
2017-05-31,127.69244384765625,122.00377655029297
2017-06-01,128.74549865722656,123.82811737060547
2017-06-02,129.93588256835938,125.47003936767578
2017-06-05,129.93588256835938,125.47003936767578
2017-06-06,128.012939453125,123.09838104248047
2017-06-07,126.27313232421875,121.50205993652344
2017-06-08,126.13578033447266,120.63550567626953
2017-06-09,126.22735595703125,120.95478057861328
2017-06-12,127.55510711669922,123.00717163085938
2017-06-13,127.96715545654297,123.37203979492188
2017-06-14,126.36470794677734,120.7723159790039
2017-06-15,125.2200927734375,119.8145523071289
2017-06-16,124.21283721923828,119.6777114868164
2017-06-19,124.44176483154297,119.6777114868164
2017-06-20,124.5791244506836,120.36184692382812
2017-06-21,124.44176483154297,120.63550567626953
2017-06-22,127.14305114746094,122.82472229003906
2017-06-23,125.49480438232422,121.91255187988281
2017-06-26,125.49480438232422,122.5054702758789
2017-06-27,126.41050720214844,122.32303619384766
2017-06-28,126.08999633789062,122.55107116699219
2017-06-29,124.71646118164062,121.31964111328125
2017-06-30,124.30441284179688,121.63890838623047
2017-07-03,125.9984359741211,123.87373352050781
2017-07-04,126.27313232421875,124.23860168457031
2017-07-05,126.08999633789062,123.73690032958984
2017-07-06,128.83705139160156,125.97174072265625
2017-07-07,129.29489135742188,126.56465911865234
2017-07-10,128.92861938476562,126.47344207763672
2017-07-11,130.11903381347656,127.8416976928711
2017-07-12,131.85882568359375,130.0309295654297
2017-07-13,133.14077758789062,130.76068115234375
2017-07-14,134.3311767578125,132.67625427246094
2017-07-17,134.42274475097656,131.85528564453125
2017-07-18,133.2781524658203,130.1677703857422
2017-07-19,134.0106964111328,130.8975067138672
2017-07-20,133.1865692138672,130.3957977294922
2017-07-21,129.43226623535156,125.6524887084961
2017-07-24,126.18157196044922,123.91934204101562
2017-07-25,125.35745239257812,122.27743530273438
2017-07-26,126.6852035522461,124.60346984863281
2017-07-27,124.67066955566406,121.63890838623047
2017-07-28,122.97667694091797,120.22502899169922
2017-07-31,121.740478515625,118.67432403564453
2017-08-01,122.97667694091797,119.7689437866211
2017-08-02,122.2441177368164,119.35845947265625
2017-08-03,120.13803100585938,118.5831069946289
2017-08-04,120.82479858398438,118.5831069946289
2017-08-07,120.32117462158203,117.89897155761719
2017-08-08,120.64166259765625,118.0357894897461
2017-08-09,118.90186309814453,116.75874328613281
2017-08-10,117.84882354736328,115.9833984375
2017-08-11,118.26087188720703,116.30265045166016
2017-08-14,119.26813507080078,117.30606079101562
2017-08-15,119.77176666259766,117.53411102294922
2017-08-16,120.96216583251953,118.40067291259766
2017-08-17,120.09225463867188,117.57970428466797
2017-08-18,119.08500671386719,116.75874328613281
2017-08-21,118.16931915283203,115.61852264404297
2017-08-22,118.26087188720703,116.12022399902344
2017-08-23,118.58137512207031,115.48169708251953
2017-08-24,119.58863067626953,116.39387512207031
2017-08-25,120.09225463867188,116.16583251953125
2017-08-28,120.09225463867188,116.2114486694336
2017-08-29,118.58137512207031,115.39048767089844
2017-08-30,118.62715911865234,114.84317779541016
2017-08-31,118.71871185302734,114.34147644042969
2017-09-01,120.00068664550781,115.39048767089844
2017-09-04,120.32117462158203,115.61852264404297
2017-09-05,121.87784576416016,117.76215362548828
2017-09-06,123.61763763427734,119.6777114868164
2017-09-07,124.16705322265625,120.08819580078125
2017-09-08,124.80803680419922,120.72673034667969
2017-09-11,125.63214874267578,121.31964111328125
2017-09-12,127.96715545654297,123.69129943847656
2017-09-13,128.1044921875,124.60346984863281
2017-09-14,128.012939453125,124.46664428710938
2017-09-15,128.88284301757812,124.74030303955078
2017-09-18,129.7527313232422,125.1963882446289
2017-09-19,129.8443145751953,125.37882995605469
2017-09-20,129.79852294921875,124.6947021484375
2017-09-21,130.71420288085938,125.78929901123047
2017-09-22,131.67568969726562,125.51565551757812
2017-09-25,131.17205810546875,125.6980972290039
