Date,Stocks,Bond,Gold
2013-01-02,0.025403420320955883,-0.0015894792928451418,0.007097851290946089
2013-01-03,-0.0020856174946130013,-0.0027869166646889987,-0.012073305404241008
2013-01-04,0.004865096315322948,0.0003993295250401818,-0.004714606211065564
2013-01-07,-0.0031231161538831653,-0.0007982543692726107,-0.006295249004336423
2013-01-08,-0.003242371304872038,0.0023961605736140257,0.007087781062064646
2013-01-09,0.002655865938542279,-0.0007966394180716208,-0.0004359246792099425
2013-01-10,0.007597415119266371,-0.0007974461813929912,0.00928400637657445
2013-01-11,-4.7513986152325494e-05,0.0015959934586939895,-0.0056797023904903154
2013-01-14,-0.0009306715612543703,0.0007971538768498654,0.002980229323326755
2013-01-15,0.0011286697641588184,0.0011937931324594864,0.006314252289550515
2013-01-16,0.00019699191031485874,-0.00039739951478579005,0.0005536192128581252
2013-01-17,0.005642922184040833,-0.0023865435174370564,0.00430379485582244
2013-01-18,0.0034032703971196288,0.0019932293017750347,-0.0015917340429129068
2013-01-22,0.004428106846314561,0.0,0.003556329904214506
2013-01-23,0.001507477027169024,0.0007959454910082542,-0.00281048121356553
2013-01-24,6.614683421224399e-06,-0.0007953124656372434,-0.01096751713306432
2013-01-25,0.005445481690718124,-0.004377271996601095,-0.004770191309598659
2013-01-28,-0.0018496216125600817,-0.0011989092661028877,-0.0022409002429438774
2013-01-29,0.005105995170664235,-0.0012002622543314523,0.004367160997889918
2013-01-30,-0.0038996213232838084,0.00040042449825361537,0.0074538599123976645
2013-01-31,-0.0025633010773032927,0.0016020049755498533,-0.006103985931695921
2013-02-01,0.010052705569688847,-0.0028406521581805233,0.0015508685157126223
2013-02-04,-0.011538744820964397,0.0036113494821155,0.0034066464054138823
2013-02-05,0.010416510240551347,-0.001599173155765854,-0.00024687213662233365
2013-02-06,0.0005491705981217621,0.0008004366832534693,0.0026549312049666263
2013-02-07,-0.0018053993582290984,0.0,-0.003386926866340456
2013-02-08,0.005657940611518475,0.0008006570482259612,-0.0016682465384403322
2013-02-11,-0.000606117484177382,-0.0003996643094956731,-0.011573994499016527
2013-02-12,0.001595272232703504,-0.0008001643339006215,0.0011897460553353945
2013-02-13,0.000592263093356804,-0.0020014962365947353,-0.005253588974277079
2013-02-14,0.0006906716689645265,0.0024062845129735333,-0.004401112447727451
2013-02-15,-0.0010450813177572682,-0.0007997964967983995,-0.016356245638453393
2013-02-19,0.007336475471722448,-0.0008006950553269832,-0.0027606104965699485
2013-02-20,-0.012404137955230099,0.0016024147841748881,-0.025043451643549264
2013-02-21,-0.006303057332801343,0.0004006727446841385,0.0077918162754770925
2013-02-22,0.008772467921830174,0.00039982410492034326,0.002293317486000923
2013-02-25,-0.018309580659152336,0.005197785680873812,0.008955972453781325
