Date,SP,Bond,EM,Gold
2013-04-29,1593.6099853515625,22.481674194335938,35.92953872680664,142.3000030517578
2013-04-30,1597.5699462890625,22.472806930541992,36.44306564331055,142.77000427246094
2013-05-01,1582.699951171875,22.53143882751465,36.047401428222656,141.11000061035156
2013-05-02,1597.5899658203125,22.513669967651367,36.333621978759766,141.9199981689453
2013-05-03,1614.4200439453125,22.41594886779785,36.63667678833008,142.08999633789062
2013-05-06,1617.5,22.38928985595703,36.687191009521484,142.14999389648438
2013-05-07,1625.9599609375,22.380403518676758,36.94816207885742,140.3800048828125
2013-05-08,1632.68994140625,22.38928985595703,37.23439407348633,142.4600067138672
2013-05-09,1626.6700439453125,22.38928985595703,36.96500015258789,140.80999755859375
2013-05-10,1633.699951171875,22.318212509155273,36.67877960205078,139.60000610351562
2013-05-13,1633.77001953125,22.282670974731445,36.34203338623047,138.42999267578125
2013-05-14,1650.3399658203125,22.247135162353516,36.510406494140625,137.80999755859375
2013-05-15,1658.780029296875,22.25602149963379,36.51882553100586,134.6300048828125
2013-05-16,1650.469970703125,22.327089309692383,36.39255142211914,134.08999633789062
2013-05-17,1667.469970703125,22.27378273010254,36.55249786376953,131.07000732421875
2013-05-20,1666.2900390625,22.264902114868164,36.645103454589844,135.1199951171875
2013-05-21,1669.1600341796875,22.282670974731445,36.569332122802734,132.8800048828125
2013-05-22,1655.3499755859375,22.211605072021484,36.16524887084961,131.94000244140625
2013-05-23,1650.510009765625,22.22936248779297,35.89586639404297,134.61000061035156
2013-05-24,1649.5999755859375,22.238250732421875,35.58438491821289,133.75999450683594
2013-05-28,1660.06005859375,22.096105575561523,35.77801513671875,133.49000549316406
2013-05-29,1648.3599853515625,22.140527725219727,35.323421478271484,134.8300018310547
2013-05-30,1654.4100341796875,22.140527725219727,35.323421478271484,136.6999969482422
2013-05-31,1630.739990234375,22.08720588684082,34.68362808227539,133.9199981689453
2013-06-03,1640.4200439453125,22.11032485961914,35.19715118408203,136.50999450683594
2013-06-04,1631.3800048828125,22.101428985595703,34.767799377441406,135.22999572753906
2013-06-05,1608.9000244140625,22.154787063598633,34.14484405517578,135.52000427246094
2013-06-06,1622.56005859375,22.16366958618164,34.43107604980469,136.52999877929688
2013-06-07,1643.3800048828125,22.048086166381836,34.2542839050293,133.27999877929688
2013-06-10,1642.81005859375,22.03920555114746,33.79127883911133,133.94000244140625
2013-06-11,1626.1300048828125,22.083656311035156,33.1514892578125,133.25
2013-06-12,1612.52001953125,22.02141571044922,32.9241943359375,134.25
2013-06-13,1636.3599853515625,22.101428985595703,33.6229133605957,133.74000549316406
2013-06-14,1626.72998046875,22.12810516357422,33.09255599975586,134.42999267578125
2013-06-17,1639.0400390625,22.101428985595703,33.395606994628906,133.77000427246094
2013-06-18,1651.81005859375,22.07476234436035,33.538726806640625,132.1300048828125
2013-06-19,1628.9300537109375,21.985872268676758,32.50326919555664,130.58999633789062
2013-06-20,1588.18994140625,21.90584945678711,31.04688835144043,123.5999984741211
2013-06-21,1592.4300537109375,21.781381607055664,31.493066787719727,125.05000305175781
2013-06-24,1573.0899658203125,21.75471305847168,30.8532772064209,123.93000030517578
2013-06-25,1588.030029296875,21.736928939819336,31.509906768798828,123.47000122070312
2013-06-26,1603.260009765625,21.772483825683594,32.0065803527832,118.27999877929688
2013-06-27,1613.199951171875,21.834726333618164,32.6488151550293,115.94000244140625
2013-06-28,1606.280029296875,21.852506637573242,32.836448669433594,119.11000061035156
2013-07-01,1614.9599609375,21.856952667236328,32.93880844116211,121.12999725341797
2013-07-02,1614.0799560546875,21.86585235595703,32.350303649902344,120.05000305175781
2013-07-03,1615.4100341796875,21.812477111816406,32.05179214477539,120.73999786376953
2013-07-05,1631.8900146484375,21.652345657348633,31.84709358215332,118.08999633789062
2013-07-08,1640.4599609375,21.69683265686035,31.889738082885742,119.51000213623047
2013-07-09,1652.3199462890625,21.732418060302734,32.307655334472656,120.62000274658203
2013-07-10,1652.6199951171875,21.705724716186523,32.00061798095703,120.94999694824219
2013-07-11,1675.02001953125,21.812477111816406,33.569942474365234,124.23999786376953
2013-07-12,1680.18994140625,21.794679641723633,33.21171951293945,124.12999725341797
2013-07-15,1682.5,21.821365356445312,33.552879333496094,124.18000030517578
2013-07-16,1676.260009765625,21.83916473388672,33.68934631347656,124.88999938964844
2013-07-17,1680.9100341796875,21.874746322631836,33.99639892578125,123.31999969482422
2013-07-18,1689.3699951171875,21.830259323120117,33.59553146362305,124.01000213623047
2013-07-19,1692.0899658203125,21.88364028930664,33.501712799072266,125.11000061035156
2013-07-22,1695.530029296875,21.88364028930664,33.83434295654297,128.83999633789062
2013-07-23,1692.3900146484375,21.874746322631836,34.20108413696289,129.7100067138672
2013-07-24,1685.93994140625,21.812477111816406,33.85140609741211,127.4800033569336
2013-07-25,1690.25,21.821365356445312,34.04756164550781,128.6699981689453
2013-07-26,1691.6500244140625,21.848051071166992,33.97080612182617,128.77999877929688
2013-07-29,1685.3299560546875,21.821365356445312,33.54436111450195,128.47000122070312
2013-07-30,1685.9599609375,21.812477111816406,33.46760177612305,128.1199951171875
2013-07-31,1685.72998046875,21.803569793701172,33.27143478393555,127.95999908447266
2013-08-01,1706.8699951171875,21.721677780151367,33.87697982788086,126.61000061035156
2013-08-02,1709.6700439453125,21.810699462890625,33.86845397949219,126.36000061035156
2013-08-05,1707.1400146484375,21.77509117126465,33.655242919921875,125.69999694824219
2013-08-06,1697.3699951171875,21.78398895263672,33.228782653808594,123.97000122070312
2013-08-07,1690.9100341796875,21.8284969329834,32.87056350708008,124.1500015258789
2013-08-08,1697.47998046875,21.8374080657959,33.501712799072266,126.86000061035156
2013-08-09,1691.4200439453125,21.855209350585938,33.569942474365234,126.86000061035156
2013-08-12,1689.469970703125,21.81959342956543,33.885520935058594,129.1300048828125
2013-08-13,1694.1600341796875,21.721677780151367,34.090206146240234,127.73999786376953
2013-08-14,1685.3900146484375,21.721677780151367,34.20108413696289,129.0
2013-08-15,1661.3199462890625,21.66826629638672,33.80875015258789,131.69000244140625
2013-08-16,1655.8299560546875,21.650449752807617,33.518768310546875,132.5800018310547
2013-08-19,1646.06005859375,21.58814811706543,32.88762283325195,132.00999450683594
2013-08-20,1652.3499755859375,21.650449752807617,32.82793045043945,132.4499969482422
2013-08-21,1642.800048828125,21.58814811706543,32.06032180786133,132.07000732421875
2013-08-22,1656.9599609375,21.579238891601562,32.58058166503906,132.80999755859375
2013-08-23,1663.5,21.632658004760742,32.96438980102539,134.89999389648438
2013-08-26,1656.780029296875,21.66826629638672,32.60617446899414,135.4499969482422
2013-08-27,1630.47998046875,21.73057746887207,31.855627059936523,136.75
2013-08-28,1634.9599609375,21.686065673828125,31.92385482788086,136.7100067138672
2013-08-29,1638.1700439453125,21.686065673828125,32.17972946166992,135.8699951171875
2013-08-30,1632.969970703125,21.694963455200195,32.427059173583984,134.6199951171875
2013-09-03,1639.77001953125,21.621021270751953,32.63175582885742,136.4199981689453
2013-09-04,1653.0799560546875,21.603212356567383,33.21171951293945,134.66000366210938
2013-09-05,1655.0799560546875,21.50521469116211,33.60405349731445,132.1999969482422
2013-09-06,1655.1700439453125,21.531944274902344,34.09873580932617,134.14999389648438
2013-09-09,1671.7099609375,21.55866050720215,34.99427795410156,133.91000366210938
2013-09-10,1683.989990234375,21.531944274902344,35.258670806884766,131.74000549316406
2013-09-11,1689.1300048828125,21.585386276245117,35.284263610839844,131.6999969482422
2013-09-12,1683.4200439453125,21.585386276245117,34.87487030029297,127.66999816894531
2013-09-13,1687.989990234375,21.603212356567383,35.10515594482422,127.81999969482422
2013-09-16,1697.5999755859375,21.612117767333984,35.49747848510742,126.44999694824219
2013-09-17,1704.760009765625,21.647754669189453,35.42072296142578,126.5
2013-09-18,1725.52001953125,21.7813777923584,36.904762268066406,132.00999450683594
2013-09-19,1722.3399658203125,21.754657745361328,36.70859909057617,131.75
2013-09-20,1709.9100341796875,21.772476196289062,35.88981628417969,127.95999908447266
2013-09-23,1701.8399658203125,21.7992000579834,36.01775360107422,127.55000305175781
2013-09-24,1697.4200439453125,21.817012786865234,35.710716247558594,127.66000366210938
2013-09-25,1692.77001953125,21.825929641723633,35.43778610229492,128.7899932861328
2013-09-26,1698.6700439453125,21.843732833862305,35.5827751159668,127.79000091552734
2013-09-27,1691.75,21.86154556274414,35.16486358642578,128.97000122070312
2013-09-30,1681.550048828125,21.870464324951172,34.76399612426758,128.17999267578125
2013-10-01,1695.0,21.8241024017334,35.4548454284668,124.58999633789062
2013-10-02,1693.8699951171875,21.87760353088379,35.591304779052734,127.05999755859375
2013-10-03,1678.6600341796875,21.86868667602539,35.4548454284668,127.18000030517578
2013-10-04,1690.5,21.815185546875,35.91539764404297,126.52999877929688
2013-10-07,1676.1199951171875,21.850849151611328,35.60836410522461,127.63999938964844
2013-10-08,1655.449951171875,21.8241024017334,35.26720428466797,127.4000015258789
2013-10-09,1656.4000244140625,21.833026885986328,35.53159713745117,126.11000061035156
2013-10-10,1692.56005859375,21.79735565185547,36.3674430847168,124.2699966430664
2013-10-11,1703.199951171875,21.8062686920166,36.52948760986328,122.5999984741211
2013-10-14,1710.1400146484375,21.72603988647461,36.74271774291992,122.83000183105469
2013-10-15,1698.06005859375,21.79735565185547,36.384498596191406,123.7300033569336
2013-10-16,1721.5400390625,21.833026885986328,36.67448043823242,123.54000091552734
2013-10-17,1733.1500244140625,21.913259506225586,36.904762268066406,127.41999816894531
2013-10-18,1744.5,21.92218017578125,36.93887710571289,126.8499984741211
2013-10-21,1744.6600341796875,21.886518478393555,36.87918472290039,126.9800033569336
2013-10-22,1754.6700439453125,21.975666046142578,37.23738479614258,129.33999633789062
2013-10-23,1746.3800048828125,21.975666046142578,36.3674430847168,128.69000244140625
2013-10-24,1752.0699462890625,21.984580993652344,36.29067611694336,129.89999389648438
2013-10-25,1759.77001953125,21.993494033813477,36.46125793457031,130.4600067138672
2013-10-28,1762.1099853515625,21.993494033813477,36.67448043823242,130.55999755859375
2013-10-29,1771.949951171875,21.975666046142578,36.79388427734375,129.77000427246094
2013-10-30,1763.31005859375,21.957834243774414,36.58919143676758,129.60000610351562
2013-10-31,1756.5400390625,21.940006256103516,36.21390914916992,127.73999786376953
2013-11-01,1761.6400146484375,21.931976318359375,36.23097229003906,126.94999694824219
2013-11-04,1767.9300537109375,21.90521240234375,36.452735900878906,126.80999755859375
2013-11-05,1762.969970703125,21.878437042236328,35.71923828125,126.55999755859375
2013-11-06,1770.489990234375,21.90521240234375,35.830116271972656,127.19999694824219
2013-11-07,1747.1500244140625,21.940898895263672,35.181922912597656,126.16000366210938
2013-11-08,1770.6099853515625,21.82489776611328,35.10515594482422,124.27999877929688
2013-11-11,1771.8900146484375,21.83382225036621,34.926048278808594,123.87000274658203
2013-11-12,1767.68994140625,21.744600296020508,34.738407135009766,122.44999694824219
2013-11-13,1782.0,21.83382225036621,34.798118591308594,122.8499984741211
2013-11-14,1790.6199951171875,21.88736343383789,35.36102294921875,124.2699966430664
2013-11-15,1798.1800537109375,21.90521240234375,36.03480911254883,124.31999969482422
2013-11-18,1791.530029296875,21.931976318359375,36.358909606933594,122.9000015258789
2013-11-19,1787.8699951171875,21.896284103393555,36.13715744018555,122.94999694824219
2013-11-20,1781.3699951171875,21.842744827270508,35.64248275756836,120.12000274658203
2013-11-21,1795.8499755859375,21.842744827270508,35.60836410522461,119.94000244140625
2013-11-22,1804.760009765625,21.878437042236328,35.864227294921875,119.91999816894531
2013-11-25,1802.47998046875,21.88736343383789,35.40366744995117,120.45999908447266
2013-11-26,1802.75,21.914127349853516,35.523075103759766,119.81999969482422
2013-11-27,1807.22998046875,21.896284103393555,35.75334930419922,119.45999908447266
2013-11-29,1805.81005859375,21.896284103393555,36.120094299316406,120.69999694824219
2013-12-02,1800.9000244140625,21.85163116455078,35.36102294921875,117.58000183105469
2013-12-03,1795.1500244140625,21.85163116455078,35.24161911010742,117.95999908447266
2013-12-04,1792.81005859375,21.833763122558594,35.198970794677734,119.95999908447266
2013-12-05,1785.030029296875,21.780193328857422,34.99427795410156,118.30000305175781
2013-12-06,1805.0899658203125,21.78911781311035,35.77041244506836,118.55000305175781
2013-12-09,1808.3699951171875,21.806978225708008,35.821590423583984,119.72000122070312
2013-12-10,1802.6199951171875,21.833763122558594,35.838645935058594,121.81999969482422
2013-12-11,1782.219970703125,21.81591033935547,35.045448303222656,120.86000061035156
2013-12-12,1775.5,21.771259307861328,34.840755462646484,118.29000091552734
2013-12-13,1775.3199462890625,21.780193328857422,34.926048278808594,119.37999725341797
2013-12-16,1786.5400390625,21.78911781311035,35.15633010864258,119.69000244140625
2013-12-17,1781.0,21.806978225708008,34.84927749633789,118.6500015258789
2013-12-18,1810.6500244140625,21.780193328857422,35.542930603027344,117.61000061035156
2013-12-19,1809.5999755859375,21.75341033935547,34.88886642456055,114.81999969482422
2013-12-20,1818.3199462890625,21.771259307861328,34.83723831176758,115.94000244140625
2013-12-23,1827.989990234375,21.75341033935547,35.09541702270508,115.56999969482422
2013-12-24,1833.3199462890625,21.70874786376953,35.301963806152344,116.0999984741211
2013-12-26,1842.02001953125,21.70159339904785,35.00074768066406,116.73999786376953
2013-12-27,1841.4000244140625,21.692665100097656,35.542930603027344,117.12000274658203
2013-12-30,1841.0699462890625,21.710533142089844,35.69783401489258,115.38999938964844
2013-12-31,1848.3599853515625,21.719472885131836,35.97323989868164,116.12000274658203
2014-01-02,1831.97998046875,21.719472885131836,34.58766174316406,118.0
2014-01-03,1831.3699951171875,21.70159339904785,34.52742004394531,119.29000091552734
2014-01-06,1826.77001953125,21.746294021606445,34.20038986206055,119.5
2014-01-07,1837.8800048828125,21.728416442871094,34.34668731689453,118.81999969482422
2014-01-08,1837.489990234375,21.70159339904785,34.23481369018555,118.12000274658203
2014-01-09,1838.1300048828125,21.728416442871094,34.05408477783203,118.45999908447266
2014-01-10,1842.3699951171875,21.82673454284668,34.65650939941406,120.26000213623047
2014-01-13,1819.199951171875,21.862483978271484,34.2434196472168,121.0199966430664
2014-01-14,1838.8800048828125,21.81779670715332,34.61348342895508,119.88999938964844
2014-01-15,1848.3800048828125,21.790979385375977,34.60487747192383,119.66000366210938
2014-01-16,1845.8900146484375,21.83567237854004,34.41554260253906,119.79000091552734
2014-01-17,1838.699951171875,21.844619750976562,34.2434196472168,120.93000030517578
2014-01-21,1843.800048828125,21.844619750976562,34.1917839050293,119.69999694824219
2014-01-22,1844.8599853515625,21.808847427368164,34.64790344238281,119.19000244140625
2014-01-23,1828.4599609375,21.90717315673828,33.795902252197266,121.79000091552734
2014-01-24,1790.2900390625,21.92505645751953,32.909488677978516,122.29000091552734
2014-01-27,1781.56005859375,21.916118621826172,32.780391693115234,120.95999908447266
2014-01-28,1792.5,21.916118621826172,32.9869384765625,120.94999694824219
2014-01-29,1774.199951171875,21.96080780029297,32.513607025146484,122.47000122070312
2014-01-30,1794.18994140625,21.969738006591797,32.814823150634766,119.7699966430664
2014-01-31,1782.5899658203125,21.98760986328125,32.866455078125,120.08999633789062
2014-02-03,1741.8900146484375,22.07976531982422,31.93700408935547,121.31999969482422
2014-02-04,1755.199951171875,22.0350341796875,32.58245849609375,120.98999786376953
2014-02-05,1751.6400146484375,21.999256134033203,32.46197509765625,121.29000091552734
2014-02-06,1773.4300537109375,21.954526901245117,33.141845703125,121.23999786376953
2014-02-07,1797.02001953125,21.981353759765625,33.3311767578125,122.16999816894531
2014-02-10,1799.8399658203125,21.999256134033203,32.96112060546875,122.91999816894531
2014-02-11,1819.75,21.945587158203125,33.67542266845703,124.36000061035156
2014-02-12,1819.260009765625,21.92766761779785,33.68403244018555,124.43000030517578
2014-02-13,1829.8299560546875,21.9724178314209,33.71845626831055,125.48999786376953
2014-02-14,1838.6300048828125,21.9724178314209,34.13154602050781,127.1500015258789
2014-02-18,1840.760009765625,21.999256134033203,33.813114166259766,127.4000015258789
2014-02-19,1828.75,21.963472366333008,33.580753326416016,126.2699966430664
2014-02-20,1839.780029296875,21.936634063720703,33.70124435424805,127.5999984741211
2014-02-21,1836.25,21.963472366333008,33.933597564697266,127.58000183105469
2014-02-24,1847.6099853515625,21.945587158203125,33.933597564697266,128.99000549316406
2014-02-25,1845.1199951171875,21.999256134033203,33.546329498291016,129.2100067138672
2014-02-26,1845.1600341796875,22.01714515686035,33.57215118408203,128.11000061035156
2014-02-27,1854.2900390625,22.061891555786133,34.208988189697266,128.1999969482422
2014-02-28,1859.449951171875,22.052928924560547,33.976627349853516,127.62000274658203
2014-03-03,1845.72998046875,22.089641571044922,33.37420654296875,130.2899932861328
2014-03-04,1873.9100341796875,22.00009536743164,33.942203521728516,128.67999267578125
2014-03-05,1873.81005859375,22.018009185791016,33.9680290222168,128.88999938964844
2014-03-06,1877.030029296875,21.96428680419922,34.4499626159668,130.1699981689453
2014-03-07,1878.0400390625,21.910560607910156,34.01105499267578,129.08999633789062
2014-03-10,1877.1700439453125,21.93743133544922,33.77869415283203,129.1300048828125
2014-03-11,1867.6300048828125,21.955331802368164,33.40003967285156,129.86000061035156
2014-03-12,1868.199951171875,21.991147994995117,33.468875885009766,131.75999450683594
2014-03-13,1846.3399658203125,22.03591537475586,32.866455078125,132.2100067138672
2014-03-14,1841.1300048828125,22.062780380249023,33.047176361083984,133.10000610351562
2014-03-17,1858.8299560546875,22.009056091308594,33.451663970947266,131.63999938964844
2014-03-18,1872.25,22.044872283935547,33.91638946533203,130.6199951171875
2014-03-19,1860.77001953125,21.93743133544922,33.193485260009766,128.08999633789062
2014-03-20,1872.010009765625,21.92847442626953,33.339786529541016,127.86000061035156
2014-03-21,1866.52001953125,21.955331802368164,33.546329498291016,128.47000122070312
2014-03-24,1857.43994140625,21.955331802368164,33.87336349487305,126.18000030517578
2014-03-25,1865.6199951171875,21.946369171142578,34.26063919067383,126.41000366210938
2014-03-26,1852.56005859375,22.009056091308594,34.338096618652344,125.41000366210938
2014-03-27,1849.0400390625,22.00009536743164,34.78559875488281,124.58999633789062
2014-03-28,1857.6199951171875,21.982202529907227,35.06100082397461,124.55999755859375
2014-03-31,1872.3399658203125,21.96428680419922,35.29335403442383,123.61000061035156
2014-04-01,1885.52001953125,21.958906173706055,35.706443786621094,123.38999938964844
2014-04-02,1890.9000244140625,21.91409683227539,35.775299072265625,124.31999969482422
2014-04-03,1888.77001953125,21.91409683227539,35.63759994506836,123.91999816894531
2014-04-04,1865.0899658203125,21.985794067382812,35.542930603027344,125.56999969482422
2014-04-07,1845.0400390625,22.021644592285156,35.69783401489258,124.91000366210938
2014-04-08,1851.9599609375,22.030607223510742,36.11092758178711,126.08999633789062
2014-04-09,1872.1800537109375,22.048540115356445,36.38632583618164,126.31999969482422
2014-04-10,1833.0799560546875,22.102306365966797,35.99905014038086,127.01000213623047
2014-04-11,1815.68994140625,22.129199981689453,35.99905014038086,126.93000030517578
2014-04-14,1830.6099853515625,22.138160705566406,35.921600341796875,127.8499984741211
2014-04-15,1842.97998046875,22.129199981689453,35.379417419433594,125.48999786376953
2014-04-16,1862.31005859375,22.093353271484375,35.826934814453125,125.54000091552734
2014-04-17,1864.8499755859375,22.138160705566406,36.153953552246094,124.75
2014-04-21,1871.8900146484375,22.021644592285156,35.930206298828125,124.23999786376953
2014-04-22,1879.550048828125,22.021644592285156,35.83554458618164,123.77999877929688
2014-04-23,1875.3900146484375,22.07542610168457,35.57735061645508,123.76000213623047
2014-04-24,1878.6099853515625,22.084373474121094,35.611778259277344,124.55999755859375
2014-04-25,1863.4000244140625,22.093353271484375,35.12983322143555,125.43000030517578
2014-04-28,1869.4300537109375,22.057504653930664,35.301963806152344,124.87999725341797
2014-04-29,1878.3299560546875,22.084373474121094,35.63759994506836,124.86000061035156
2014-04-30,1883.949951171875,22.129199981689453,35.56875228881836,124.22000122070312
2014-05-01,1883.6800537109375,22.142663955688477,35.611778259277344,123.80000305175781
2014-05-02,1881.1400146484375,22.160600662231445,35.809715270996094,125.05999755859375
2014-05-05,1884.6600341796875,22.196483612060547,35.611778259277344,126.22000122070312
2014-05-06,1867.719970703125,22.187519073486328,35.775299072265625,125.9800033569336
2014-05-07,1878.2099609375,22.151634216308594,35.96463394165039,124.16999816894531
2014-05-08,1875.6300048828125,22.223411560058594,35.87856674194336,124.16999816894531
2014-05-09,1878.47998046875,22.178552627563477,35.818321228027344,124.0999984741211
2014-05-12,1896.6500244140625,22.160600662231445,36.42074966430664,124.94000244140625
2014-05-13,1897.449951171875,22.187519073486328,36.55844497680664,124.5999984741211
2014-05-14,1888.530029296875,22.28620719909668,36.81663131713867,125.80999755859375
2014-05-15,1870.8499755859375,22.26826286315918,36.47237777709961,124.7699966430664
2014-05-16,1877.8599853515625,22.28620719909668,36.95432662963867,124.5
2014-05-19,1885.0799560546875,22.232385635375977,36.95432662963867,124.58000183105469
2014-05-20,1872.8299560546875,22.27723503112793,36.65311050415039,124.69000244140625
2014-05-21,1888.030029296875,22.241355895996094,36.93710708618164,124.38999938964844
2014-05-22,1892.489990234375,22.27723503112793,37.19529724121094,124.66999816894531
2014-05-23,1900.530029296875,22.259300231933594,37.12644958496094,124.51000213623047
2014-05-27,1911.9100341796875,22.30415153503418,36.80801773071289,121.8499984741211
2014-05-28,1909.780029296875,22.349018096923828,37.02317428588867,121.19999694824219
2014-05-29,1920.030029296875,22.34004783630371,37.12644958496094,120.94000244140625
2014-05-30,1923.5699462890625,22.30415153503418,36.61867904663086,120.43000030517578
